motif	num_nodes	erdos_p	occurences	mean
2	500	0.3	1127038	1126346
3	500	0.3	3378323	3407549
4	500	0.3	15005	15706
5	500	0.3	499051	512361
6	500	0.3	503014	514498
7	500	0.3	1007639	1024723
8	500	0.3	300421	310756
9	500	0.3	11236658	11236438
10	500	0.3	504248	514539
11	500	0.3	3350465	3393398
12	500	0.3	3347345	3393129
13	500	0.3	5615911	5642096
1	500	0.3	5580679	5606808
2	500	0.3	1115400	1114990
3	500	0.3	3345400	3375090
4	500	0.3	14823	15417
5	500	0.3	494395	505769
6	500	0.3	498643	508163
7	500	0.3	997073	1011539
8	500	0.3	297314	305895
9	500	0.3	11165357	11160788
10	500	0.3	498496	507919
11	500	0.3	3323548	3359189
12	500	0.3	3326910	3360804
13	500	0.3	5577980	5604115
1	500	0.3	5557527	5583625
2	500	0.3	1106866	1108026
3	500	0.3	3324259	3355042
4	500	0.3	15202	15239
5	500	0.3	501957	501716
6	500	0.3	500447	504108
7	500	0.3	999853	1003433
8	500	0.3	301283	302904
9	500	0.3	11110311	11114269
10	500	0.3	499681	503987
11	500	0.3	3340465	3339125
12	500	0.3	3340551	3339925
13	500	0.3	5556186	5582287
1	500	0.3	5616708	5642887
2	500	0.3	1124937	1125985
3	500	0.3	3375367	3408589
4	500	0.3	14744	15726
5	500	0.3	500511	512463
6	500	0.3	503250	514823
7	500	0.3	1006347	1024926
8	500	0.3	299278	310979
9	500	0.3	11232544	11234042
10	500	0.3	502799	514739
11	500	0.3	3352638	3392964
12	500	0.3	3352726	3393512
13	500	0.3	5615794	5641975
1	500	0.3	5593128	5619283
2	500	0.3	1118987	1119559
3	500	0.3	3355054	3387694
4	500	0.3	15475	15527
5	500	0.3	511481	508351
6	500	0.3	507225	510500
7	500	0.3	1014050	1016702
8	500	0.3	306806	307764
9	500	0.3	11188704	11191256
10	500	0.3	508090	510584
11	500	0.3	3386273	3373433
12	500	0.3	3382283	3372876
13	500	0.3	5594057	5620210
1	500	0.3	5578002	5604134
2	500	0.3	1113882	1114766
3	500	0.3	3341709	3373058
4	500	0.3	14650	15392
5	500	0.3	495560	505431
6	500	0.3	497525	507649
7	500	0.3	995049	1010863
8	500	0.3	296338	305548
9	500	0.3	11158401	11159295
10	500	0.3	498504	507550
11	500	0.3	3326528	3358320
12	500	0.3	3324665	3358976
13	500	0.3	5576905	5603039
1	500	0.3	5570911	5597025
2	500	0.3	1110637	1111906
3	500	0.3	3335083	3367676
4	500	0.3	15045	15358
5	500	0.3	502230	504193
6	500	0.3	501367	506630
7	500	0.3	1002111	1008386
8	500	0.3	301139	304834
9	500	0.3	11136486	11140200
10	500	0.3	501135	506574
11	500	0.3	3345803	3351475
12	500	0.3	3347831	3351844
13	500	0.3	5570293	5596409
1	500	0.3	5568382	5594507
2	500	0.3	1112286	1112353
3	500	0.3	3334873	3365452
4	500	0.3	15259	15321
5	500	0.3	504757	503927
6	500	0.3	502110	506000
7	500	0.3	1004939	1007855
8	500	0.3	302482	304391
9	500	0.3	11140947	11143183
10	500	0.3	502361	506133
11	500	0.3	3357141	3351667
12	500	0.3	3354787	3350784
13	500	0.3	5569859	5595981
1	500	0.4	9904247	9934108
2	500	0.4	2636697	2636292
3	500	0.4	7906870	7954678
4	500	0.4	84410	85369
5	500	0.4	1585135	1588050
6	500	0.4	1581524	1592868
7	500	0.4	3165166	3176100
8	500	0.4	1265615	1275480
9	500	0.4	19807718	19808114
10	500	0.4	1581287	1592415
11	500	0.4	7923703	7930615
12	500	0.4	7925871	7932873
13	500	0.4	9901414	9931281
1	500	0.4	9951698	9981582
2	500	0.4	2655220	2655072
3	500	0.4	7967712	8014027
4	500	0.4	85188	86676
5	500	0.4	1594997	1603688
6	500	0.4	1595478	1608611
7	500	0.4	3190133	3207377
8	500	0.4	1277472	1291524
9	500	0.4	19902361	19902078
10	500	0.4	1594666	1608578
11	500	0.4	7967940	7989505
12	500	0.4	7968060	7989666
13	500	0.4	9951496	9981380
1	500	0.4	9827467	9857288
2	500	0.4	2606550	2605608
3	500	0.4	7816298	7863031
4	500	0.4	81677	83423
5	500	0.4	1548482	1563640
6	500	0.4	1551426	1568450
7	500	0.4	3104553	3127280
8	500	0.4	1232646	1251132
9	500	0.4	19656438	19654116
10	500	0.4	1551026	1568059
11	500	0.4	7799777	7838917
12	500	0.4	7801512	7840870
13	500	0.4	9825006	9854832
1	500	0.4	9949128	9979005
2	500	0.4	2654256	2653238
3	500	0.4	7961162	8007651
4	500	0.4	84482	86530
5	500	0.4	1588129	1602043
6	500	0.4	1590500	1607286
7	500	0.4	3181426	3204087
8	500	0.4	1270249	1289766
9	500	0.4	19896200	19892910
10	500	0.4	1589956	1606434
11	500	0.4	7947276	7981531
12	500	0.4	7951040	7985764
13	500	0.4	9943828	9973716
1	500	0.4	9987719	10017631
2	500	0.4	2671070	2671218
3	500	0.4	8007134	8057773
4	500	0.4	86903	87571
5	500	0.4	1617741	1615704
6	500	0.4	1610014	1619956
7	500	0.4	3223400	3231409
8	500	0.4	1296500	1303026
9	500	0.4	19980310	19982680
10	500	0.4	1611220	1620335
11	500	0.4	8042119	8036625
12	500	0.4	8038189	8034742
13	500	0.4	9990071	10019979
1	500	0.4	9955284	9985169
2	500	0.4	2655107	2656508
3	500	0.4	7969044	8017793
4	500	0.4	85026	86752
5	500	0.4	1596103	1604731
6	500	0.4	1596104	1609655
7	500	0.4	3189252	3209463
8	500	0.4	1276639	1292505
9	500	0.4	19908803	19909253
10	500	0.4	1594694	1609512
11	500	0.4	7970812	7993268
12	500	0.4	7974430	7993978
13	500	0.4	9954395	9984282
1	500	0.4	9982026	10011934
2	500	0.4	2668004	2668656
3	500	0.4	8002431	8051489
4	500	0.4	86959	87450
5	500	0.4	1618310	1613928
6	500	0.4	1609906	1618289
7	500	0.4	3219937	3227856
8	500	0.4	1296397	1301411
9	500	0.4	19970110	19969901
10	500	0.4	1609968	1618730
11	500	0.4	8036242	8029789
12	500	0.4	8033882	8027604
13	500	0.4	9984756	10014658
1	500	0.4	9971151	10001050
2	500	0.4	2663350	2663697
3	500	0.4	7991794	8039276
4	500	0.4	83816	87215
5	500	0.4	1581428	1610481
6	500	0.4	1591665	1615079
7	500	0.4	3182861	3220962
8	500	0.4	1267262	1298270
9	500	0.4	19942882	19945152
10	500	0.4	1592322	1615579
11	500	0.4	7945414	8016387
12	500	0.4	7943642	8013907
13	500	0.4	9974252	10004144
1	1000	0.001	496	973
2	1000	0.001	0	0
3	1000	0.001	2	3
4	1000	0.001	0	0
5	1000	0.001	0	0
6	1000	0.001	0	0
7	1000	0.001	0	0
8	1000	0.001	0	0
9	1000	0.001	948	914
10	1000	0.001	0	0
11	1000	0.001	0	1
12	1000	0.001	0	1
13	1000	0.001	439	916
1	1000	0.001	508	1009
2	1000	0.001	0	0
3	1000	0.001	2	4
4	1000	0.001	0	0
5	1000	0.001	0	0
6	1000	0.001	0	0
7	1000	0.001	0	0
8	1000	0.001	0	0
9	1000	0.001	1035	1011
10	1000	0.001	0	0
11	1000	0.001	0	2
12	1000	0.001	0	2
13	1000	0.001	523	1024
1	1000	0.001	463	935
2	1000	0.001	0	0
3	1000	0.001	0	3
4	1000	0.001	0	0
5	1000	0.001	0	0
6	1000	0.001	0	0
7	1000	0.001	0	0
8	1000	0.001	0	0
9	1000	0.001	836	894
10	1000	0.001	0	0
11	1000	0.001	0	1
12	1000	0.001	0	1
13	1000	0.001	413	885
1	1000	0.001	504	999
2	1000	0.001	1	0
3	1000	0.001	2	3
4	1000	0.001	0	0
5	1000	0.001	0	0
6	1000	0.001	0	0
7	1000	0.001	0	0
8	1000	0.001	0	0
9	1000	0.001	954	987
10	1000	0.001	0	0
11	1000	0.001	3	1
12	1000	0.001	2	1
13	1000	0.001	484	980
1	1000	0.001	466	963
2	1000	0.001	0	0
3	1000	0.001	2	3
4	1000	0.001	0	0
5	1000	0.001	0	0
6	1000	0.001	0	0
7	1000	0.001	0	0
8	1000	0.001	0	0
9	1000	0.001	981	993
10	1000	0.001	0	0
11	1000	0.001	0	2
12	1000	0.001	0	1
13	1000	0.001	526	1023
1	1000	0.001	496	998
2	1000	0.001	0	0
3	1000	0.001	1	4
4	1000	0.001	0	0
5	1000	0.001	0	0
6	1000	0.001	0	0
7	1000	0.001	0	0
8	1000	0.001	0	0
9	1000	0.001	993	1015
10	1000	0.001	0	0
11	1000	0.001	2	2
12	1000	0.001	5	2
13	1000	0.001	523	1025
1	1000	0.001	466	956
2	1000	0.001	0	0
3	1000	0.001	0	3
4	1000	0.001	0	0
5	1000	0.001	0	0
6	1000	0.001	0	0
7	1000	0.001	0	0
8	1000	0.001	0	0
9	1000	0.001	995	963
10	1000	0.001	0	0
11	1000	0.001	3	1
12	1000	0.001	2	1
13	1000	0.001	445	935
1	1000	0.001	454	939
2	1000	0.001	0	0
3	1000	0.001	2	3
4	1000	0.001	0	0
5	1000	0.001	0	0
6	1000	0.001	0	0
7	1000	0.001	0	0
8	1000	0.001	0	0
9	1000	0.001	950	945
10	1000	0.001	0	0
11	1000	0.001	3	1
12	1000	0.001	1	1
13	1000	0.001	437	922
1	1000	0.002	1939	2937
2	1000	0.002	4	2
3	1000	0.002	10	17
4	1000	0.002	0	0
5	1000	0.002	0	0
6	1000	0.002	0	0
7	1000	0.002	0	0
8	1000	0.002	0	0
9	1000	0.002	3992	4003
10	1000	0.002	0	0
11	1000	0.002	0	11
12	1000	0.002	0	11
13	1000	0.002	1985	2983
1	1000	0.002	2152	3159
2	1000	0.002	1	2
3	1000	0.002	7	19
4	1000	0.002	0	0
5	1000	0.002	0	0
6	1000	0.002	0	0
7	1000	0.002	0	0
8	1000	0.002	0	0
9	1000	0.002	4094	4084
10	1000	0.002	0	0
11	1000	0.002	10	12
12	1000	0.002	7	12
13	1000	0.002	2048	3055
1	1000	0.002	2139	3176
2	1000	0.002	3	3
3	1000	0.002	13	19
4	1000	0.002	0	0
5	1000	0.002	0	0
6	1000	0.002	0	0
7	1000	0.002	0	0
8	1000	0.002	0	0
9	1000	0.002	4371	4326
10	1000	0.002	0	0
11	1000	0.002	0	13
12	1000	0.002	0	13
13	1000	0.002	2187	3224
1	1000	0.002	1989	2989
2	1000	0.002	3	2
3	1000	0.002	4	17
4	1000	0.002	0	0
5	1000	0.002	0	0
6	1000	0.002	0	0
7	1000	0.002	0	0
8	1000	0.002	0	0
9	1000	0.002	4017	4020
10	1000	0.002	0	0
11	1000	0.002	4	12
12	1000	0.002	3	12
13	1000	0.002	1997	2996
1	1000	0.002	2060	3062
2	1000	0.002	0	2
3	1000	0.002	5	18
4	1000	0.002	0	0
5	1000	0.002	0	0
6	1000	0.002	0	0
7	1000	0.002	0	0
8	1000	0.002	0	0
9	1000	0.002	4019	4044
10	1000	0.002	0	0
11	1000	0.002	21	12
12	1000	0.002	24	12
13	1000	0.002	2055	3057
1	1000	0.002	1880	2845
2	1000	0.002	0	2
3	1000	0.002	7	16
4	1000	0.002	0	0
5	1000	0.002	0	0
6	1000	0.002	0	0
7	1000	0.002	0	0
8	1000	0.002	0	0
9	1000	0.002	3752	3748
10	1000	0.002	0	0
11	1000	0.002	0	11
12	1000	0.002	0	11
13	1000	0.002	1877	2842
1	1000	0.002	2073	3090
2	1000	0.002	2	2
3	1000	0.002	7	18
4	1000	0.002	0	0
5	1000	0.002	0	0
6	1000	0.002	0	0
7	1000	0.002	0	0
8	1000	0.002	0	0
9	1000	0.002	4205	4165
10	1000	0.002	0	0
11	1000	0.002	14	12
12	1000	0.002	25	12
13	1000	0.002	2031	3048
1	1000	0.002	2070	3109
2	1000	0.002	7	3
3	1000	0.002	9	18
4	1000	0.002	0	0
5	1000	0.002	0	0
6	1000	0.002	0	0
7	1000	0.002	0	0
8	1000	0.002	0	0
9	1000	0.002	4273	4347
10	1000	0.002	0	0
11	1000	0.002	5	13
12	1000	0.002	2	12
13	1000	0.002	2134	3173
1	1000	0.005	11944	14377
2	1000	0.005	37	39
3	1000	0.005	125	170
4	1000	0.005	0	0
5	1000	0.005	0	0
6	1000	0.005	0	0
7	1000	0.005	1	0
8	1000	0.005	0	0
9	1000	0.005	24032	23937
10	1000	0.005	0	0
11	1000	0.005	82	142
12	1000	0.005	90	140
13	1000	0.005	12080	14512
1	1000	0.005	12556	15053
2	1000	0.005	36	42
3	1000	0.005	147	181
4	1000	0.005	0	0
5	1000	0.005	0	0
6	1000	0.005	1	0
7	1000	0.005	0	0
8	1000	0.005	0	0
9	1000	0.005	24999	25235
10	1000	0.005	0	0
11	1000	0.005	117	152
12	1000	0.005	133	151
13	1000	0.005	12629	15126
1	1000	0.005	12668	15157
2	1000	0.005	43	41
3	1000	0.005	140	183
4	1000	0.005	0	0
5	1000	0.005	3	0
6	1000	0.005	1	0
7	1000	0.005	3	0
8	1000	0.005	0	0
9	1000	0.005	25131	25064
10	1000	0.005	1	0
11	1000	0.005	219	151
12	1000	0.005	232	151
13	1000	0.005	12626	15115
1	1000	0.005	12178	14639
2	1000	0.005	32	40
3	1000	0.005	121	175
4	1000	0.005	0	0
5	1000	0.005	0	0
6	1000	0.005	0	0
7	1000	0.005	2	0
8	1000	0.005	0	0
9	1000	0.005	24432	24507
10	1000	0.005	1	0
11	1000	0.005	184	146
12	1000	0.005	165	145
13	1000	0.005	12336	14797
1	1000	0.005	12147	14602
2	1000	0.005	47	40
3	1000	0.005	101	173
4	1000	0.005	0	0
5	1000	0.005	0	0
6	1000	0.005	0	0
7	1000	0.005	0	0
8	1000	0.005	0	0
9	1000	0.005	24420	24379
10	1000	0.005	1	0
11	1000	0.005	180	145
12	1000	0.005	157	144
13	1000	0.005	12223	14678
1	1000	0.005	12723	15215
2	1000	0.005	32	42
3	1000	0.005	123	181
4	1000	0.005	0	0
5	1000	0.005	0	0
6	1000	0.005	0	0
7	1000	0.005	0	0
8	1000	0.005	0	0
9	1000	0.005	25096	25135
10	1000	0.005	1	0
11	1000	0.005	79	150
12	1000	0.005	71	152
13	1000	0.005	12466	14959
1	1000	0.005	12692	15178
2	1000	0.005	58	41
3	1000	0.005	125	184
4	1000	0.005	0	0
5	1000	0.005	0	0
6	1000	0.005	0	0
7	1000	0.005	1	0
8	1000	0.005	0	0
9	1000	0.005	25024	25014
10	1000	0.005	0	0
11	1000	0.005	103	151
12	1000	0.005	89	152
13	1000	0.005	12652	15138
1	1000	0.005	12911	15454
2	1000	0.005	43	44
3	1000	0.005	137	188
4	1000	0.005	0	0
5	1000	0.005	0	0
6	1000	0.005	2	0
7	1000	0.005	1	0
8	1000	0.005	0	0
9	1000	0.005	26144	26167
10	1000	0.005	0	0
11	1000	0.005	146	159
12	1000	0.005	126	158
13	1000	0.005	13003	15546
1	1000	0.01	50873	55871
2	1000	0.01	341	344
3	1000	0.01	997	1237
4	1000	0.01	0	0
5	1000	0.01	5	6
6	1000	0.01	3	6
7	1000	0.01	5	12
8	1000	0.01	0	0
9	1000	0.01	101714	102069
10	1000	0.01	2	6
11	1000	0.01	894	1130
12	1000	0.01	830	1130
13	1000	0.01	50868	55866
1	1000	0.01	51712	56726
2	1000	0.01	345	347
3	1000	0.01	1020	1258
4	1000	0.01	0	0
5	1000	0.01	4	6
6	1000	0.01	4	7
7	1000	0.01	17	12
8	1000	0.01	1	0
9	1000	0.01	103070	102757
10	1000	0.01	4	6
11	1000	0.01	1098	1139
12	1000	0.01	1092	1151
13	1000	0.01	51121	56135
1	1000	0.01	48505	53382
2	1000	0.01	294	319
3	1000	0.01	1006	1167
4	1000	0.01	0	0
5	1000	0.01	6	5
6	1000	0.01	8	6
7	1000	0.01	7	11
8	1000	0.01	0	0
9	1000	0.01	97103	97161
10	1000	0.01	6	6
11	1000	0.01	1164	1062
12	1000	0.01	1167	1053
13	1000	0.01	48937	53814
1	1000	0.01	49167	54080
2	1000	0.01	320	326
3	1000	0.01	993	1185
4	1000	0.01	0	0
5	1000	0.01	6	5
6	1000	0.01	5	6
7	1000	0.01	7	11
8	1000	0.01	0	0
9	1000	0.01	98166	98605
10	1000	0.01	7	6
11	1000	0.01	901	1080
12	1000	0.01	913	1075
13	1000	0.01	49412	54325
1	1000	0.01	50867	55854
2	1000	0.01	313	342
3	1000	0.01	1112	1248
4	1000	0.01	0	0
5	1000	0.01	6	6
6	1000	0.01	13	6
7	1000	0.01	11	12
8	1000	0.01	0	0
9	1000	0.01	101369	101645
10	1000	0.01	12	6
11	1000	0.01	1154	1136
12	1000	0.01	1155	1127
13	1000	0.01	51278	56265
1	1000	0.01	48455	53334
2	1000	0.01	320	320
3	1000	0.01	1013	1152
4	1000	0.01	0	0
5	1000	0.01	5	5
6	1000	0.01	6	6
7	1000	0.01	14	11
8	1000	0.01	0	0
9	1000	0.01	97094	97220
10	1000	0.01	3	6
11	1000	0.01	899	1050
12	1000	0.01	956	1053
13	1000	0.01	48309	53188
1	1000	0.01	47492	52333
2	1000	0.01	315	312
3	1000	0.01	1019	1129
4	1000	0.01	0	0
5	1000	0.01	1	5
6	1000	0.01	3	6
7	1000	0.01	8	11
8	1000	0.01	0	0
9	1000	0.01	95689	95689
10	1000	0.01	5	6
11	1000	0.01	764	1032
12	1000	0.01	766	1025
13	1000	0.01	47874	52714
1	1000	0.01	49893	54830
2	1000	0.01	333	331
3	1000	0.01	984	1199
4	1000	0.01	0	0
5	1000	0.01	6	5
6	1000	0.01	6	6
7	1000	0.01	15	11
8	1000	0.01	0	0
9	1000	0.01	99503	99600
10	1000	0.01	11	6
11	1000	0.01	1338	1089
12	1000	0.01	1276	1096
13	1000	0.01	49574	54511
1	1000	0.02	202577	212429
2	1000	0.02	2792	2719
3	1000	0.02	8272	9021
4	1000	0.02	0	0
5	1000	0.02	115	90
6	1000	0.02	74	95
7	1000	0.02	158	181
8	1000	0.02	2	4
9	1000	0.02	405264	404851
10	1000	0.02	99	95
11	1000	0.02	8825	8596
12	1000	0.02	8628	8561
13	1000	0.02	203459	213310
1	1000	0.02	197795	207544
2	1000	0.02	2559	2632
3	1000	0.02	7943	8674
4	1000	0.02	0	0
5	1000	0.02	89	86
6	1000	0.02	86	90
7	1000	0.02	159	172
8	1000	0.02	2	3
9	1000	0.02	397091	396210
10	1000	0.02	65	90
11	1000	0.02	7799	8279
12	1000	0.02	7868	8274
13	1000	0.02	197924	207673
1	1000	0.02	199260	209022
2	1000	0.02	2659	2644
3	1000	0.02	7926	8745
4	1000	0.02	0	0
5	1000	0.02	98	87
6	1000	0.02	86	91
7	1000	0.02	175	174
8	1000	0.02	0	3
9	1000	0.02	397101	397364
10	1000	0.02	88	91
11	1000	0.02	8809	8312
12	1000	0.02	8837	8345
13	1000	0.02	198424	208187
1	1000	0.02	202398	212250
2	1000	0.02	2759	2719
3	1000	0.02	8147	8971
4	1000	0.02	0	0
5	1000	0.02	101	90
6	1000	0.02	85	94
7	1000	0.02	175	180
8	1000	0.02	1	4
9	1000	0.02	403957	404851
10	1000	0.02	83	94
11	1000	0.02	9006	8556
12	1000	0.02	8941	8554
13	1000	0.02	202451	212303
1	1000	0.02	197313	207037
2	1000	0.02	2702	2612
3	1000	0.02	7883	8668
4	1000	0.02	0	0
5	1000	0.02	90	86
6	1000	0.02	101	90
7	1000	0.02	176	172
8	1000	0.02	4	3
9	1000	0.02	395285	394183
10	1000	0.02	81	90
11	1000	0.02	8269	8252
12	1000	0.02	8290	8233
13	1000	0.02	197788	207512
1	1000	0.02	199293	209071
2	1000	0.02	2605	2657
3	1000	0.02	8073	8755
4	1000	0.02	0	0
5	1000	0.02	95	87
6	1000	0.02	93	91
7	1000	0.02	197	175
8	1000	0.02	6	3
9	1000	0.02	397818	398641
10	1000	0.02	87	91
11	1000	0.02	8876	8347
12	1000	0.02	8802	8361
13	1000	0.02	198946	208724
1	1000	0.02	203033	212889
2	1000	0.02	2669	2722
3	1000	0.02	8042	8995
4	1000	0.02	0	0
5	1000	0.02	88	90
6	1000	0.02	94	95
7	1000	0.02	171	181
8	1000	0.02	1	4
9	1000	0.02	403819	405173
10	1000	0.02	99	95
11	1000	0.02	8888	8560
12	1000	0.02	8844	8583
13	1000	0.02	202465	212321
1	1000	0.02	201843	211698
2	1000	0.02	2716	2721
3	1000	0.02	8209	8951
4	1000	0.02	0	0
5	1000	0.02	90	90
6	1000	0.02	66	94
7	1000	0.02	155	180
8	1000	0.02	4	3
9	1000	0.02	405764	405012
10	1000	0.02	87	94
11	1000	0.02	8482	8562
12	1000	0.02	8386	8533
13	1000	0.02	202568	212422
1	1000	0.05	1256930	1280739
2	1000	0.05	42208	42133
3	1000	0.05	125909	130964
4	1000	0.05	2	2
5	1000	0.05	3252	3289
6	1000	0.05	3252	3348
7	1000	0.05	6440	6579
8	1000	0.05	326	342
9	1000	0.05	2517098	2516113
10	1000	0.05	3239	3348
11	1000	0.05	128680	128645
12	1000	0.05	129027	128679
13	1000	0.05	1256594	1280404
1	1000	0.05	1271467	1295404
2	1000	0.05	43233	42855
3	1000	0.05	128242	133446
4	1000	0.05	2	3
5	1000	0.05	3345	3370
6	1000	0.05	3305	3431
7	1000	0.05	6643	6741
8	1000	0.05	315	353
9	1000	0.05	2546468	2544771
10	1000	0.05	3292	3436
11	1000	0.05	131148	131075
12	1000	0.05	130597	130891
13	1000	0.05	1273287	1297222
1	1000	0.05	1242116	1265782
2	1000	0.05	41424	41342
3	1000	0.05	124062	128849
4	1000	0.05	2	2
5	1000	0.05	2898	3216
6	1000	0.05	3018	3276
7	1000	0.05	6051	6432
8	1000	0.05	295	333
9	1000	0.05	2487099	2484527
10	1000	0.05	2977	3279
11	1000	0.05	121110	126455
12	1000	0.05	121556	126375
13	1000	0.05	1242919	1266584
1	1000	0.05	1244779	1268464
2	1000	0.05	41515	41451
3	1000	0.05	124096	129088
4	1000	0.05	2	2
5	1000	0.05	3116	3224
6	1000	0.05	3104	3287
7	1000	0.05	6212	6449
8	1000	0.05	321	334
9	1000	0.05	2489703	2488913
10	1000	0.05	3169	3284
11	1000	0.05	124573	126645
12	1000	0.05	124633	126755
13	1000	0.05	1243681	1267368
1	1000	0.05	1255102	1278882
2	1000	0.05	41696	41974
3	1000	0.05	126484	130721
4	1000	0.05	1	2
5	1000	0.05	2521	3279
6	1000	0.05	3008	3342
7	1000	0.05	5705	6558
8	1000	0.05	250	341
9	1000	0.05	2508853	2509800
10	1000	0.05	2940	3340
11	1000	0.05	114644	128270
12	1000	0.05	114773	128331
13	1000	0.05	1254497	1278277
1	1000	0.05	1242761	1266445
2	1000	0.05	41026	41434
3	1000	0.05	123926	129029
4	1000	0.05	4	2
5	1000	0.05	2817	3222
6	1000	0.05	3020	3280
7	1000	0.05	5845	6445
8	1000	0.05	296	334
9	1000	0.05	2486850	2488215
10	1000	0.05	3006	3286
11	1000	0.05	119566	126753
12	1000	0.05	119549	126535
13	1000	0.05	1244947	1268629
1	1000	0.05	1235734	1259327
2	1000	0.05	41047	40948
3	1000	0.05	122946	127642
4	1000	0.05	0	2
5	1000	0.05	3052	3175
6	1000	0.05	3011	3240
7	1000	0.05	6102	6351
8	1000	0.05	264	328
9	1000	0.05	2466119	2468709
10	1000	0.05	3002	3234
11	1000	0.05	120723	125110
12	1000	0.05	121940	125330
13	1000	0.05	1233529	1257124
1	1000	0.05	1257443	1281237
2	1000	0.05	41970	42060
3	1000	0.05	126382	131136
4	1000	0.05	4	2
5	1000	0.05	3097	3291
6	1000	0.05	3204	3356
7	1000	0.05	6216	6583
8	1000	0.05	311	343
9	1000	0.05	2512362	2513206
10	1000	0.05	3144	3355
11	1000	0.05	123768	128614
12	1000	0.05	124476	128654
13	1000	0.05	1257044	1280839
1	1000	0.1	4996903	5041864
2	1000	0.1	332994	333603
3	1000	0.1	999633	1018447
4	1000	0.1	146	176
5	1000	0.1	48549	50987
6	1000	0.1	49518	51437
7	1000	0.1	98585	101974
8	1000	0.1	9713	10390
9	1000	0.1	9989982	9995385
10	1000	0.1	49213	51431
11	1000	0.1	985589	1009524
12	1000	0.1	987530	1009654
13	1000	0.1	4996254	5041216
1	1000	0.1	4971233	5016096
2	1000	0.1	331264	331137
3	1000	0.1	993814	1011092
4	1000	0.1	146	173
5	1000	0.1	48582	50493
6	1000	0.1	48981	50931
7	1000	0.1	97498	100987
8	1000	0.1	9531	10266
9	1000	0.1	9945777	9946082
10	1000	0.1	48503	50951
11	1000	0.1	979654	1002414
12	1000	0.1	980166	1002014
13	1000	0.1	4973237	5018098
1	1000	0.1	4981806	5026701
2	1000	0.1	332061	331974
3	1000	0.1	997629	1014757
4	1000	0.1	186	175
5	1000	0.1	51813	50719
6	1000	0.1	50740	51180
7	1000	0.1	101552	101439
8	1000	0.1	10421	10332
9	1000	0.1	9963305	9962835
10	1000	0.1	50845	51213
11	1000	0.1	1015700	1005616
12	1000	0.1	1013179	1004977
13	1000	0.1	4985001	5029893
1	1000	0.1	5014367	5059373
2	1000	0.1	334566	334855
3	1000	0.1	1005519	1022859
4	1000	0.1	181	178
5	1000	0.1	52845	51271
6	1000	0.1	51557	51775
7	1000	0.1	102979	102543
8	1000	0.1	10546	10467
9	1000	0.1	10020572	10020382
10	1000	0.1	51538	51698
11	1000	0.1	1023722	1012916
12	1000	0.1	1026533	1014427
13	1000	0.1	5006825	5051839
1	1000	0.1	4939023	4983761
2	1000	0.1	327753	328011
3	1000	0.1	982950	1000677
4	1000	0.1	155	170
5	1000	0.1	48345	49815
6	1000	0.1	48708	50240
7	1000	0.1	96986	99631
8	1000	0.1	9557	10087
9	1000	0.1	9881818	9883383
10	1000	0.1	48704	50230
11	1000	0.1	977402	992230
12	1000	0.1	977587	992412
13	1000	0.1	4938108	4982847
1	1000	0.1	5009311	5054307
2	1000	0.1	334845	334554
3	1000	0.1	1004434	1022681
4	1000	0.1	193	178
5	1000	0.1	50143	51247
6	1000	0.1	50199	51729
7	1000	0.1	100778	102495
8	1000	0.1	10104	10466
9	1000	0.1	10015848	10014380
10	1000	0.1	50266	51732
11	1000	0.1	1001645	1013148
12	1000	0.1	1003779	1013107
13	1000	0.1	5009513	5054509
1	1000	0.1	4976136	5021010
2	1000	0.1	330846	331456
3	1000	0.1	993997	1012283
4	1000	0.1	155	174
5	1000	0.1	49008	50569
6	1000	0.1	49351	51024
7	1000	0.1	97766	101139
8	1000	0.1	9804	10287
9	1000	0.1	9952274	9952462
10	1000	0.1	49287	51021
11	1000	0.1	984039	1003255
12	1000	0.1	985599	1003317
13	1000	0.1	4975824	5020699
1	1000	0.1	4966514	5011342
2	1000	0.1	329944	330341
3	1000	0.1	989870	1008193
4	1000	0.1	178	172
5	1000	0.1	49038	50308
6	1000	0.1	49476	50777
7	1000	0.1	98400	100617
8	1000	0.1	9884	10215
9	1000	0.1	9930170	9930139
10	1000	0.1	49552	50707
11	1000	0.1	987497	998884
12	1000	0.1	989391	1000261
13	1000	0.1	4959604	5004439
1	1000	0.2	19860879	19940590
2	1000	0.2	2640293	2642139
3	1000	0.2	7922904	7989562
4	1000	0.2	10560	10755
5	1000	0.2	797363	797296
6	1000	0.2	793304	800641
7	1000	0.2	1586560	1594593
8	1000	0.2	317158	320791
9	1000	0.2	39707038	39714584
10	1000	0.2	793291	800291
11	1000	0.2	7959223	7956187
12	1000	0.2	7960246	7959669
13	1000	0.2	19852148	19931868
1	1000	0.2	19942053	20021891
2	1000	0.2	2659834	2658751
3	1000	0.2	7979147	8041962
4	1000	0.2	10594	10900
5	1000	0.2	797734	804204
6	1000	0.2	798356	807489
7	1000	0.2	1595784	1608408
8	1000	0.2	319560	324334
9	1000	0.2	39884271	39880878
10	1000	0.2	797880	807530
11	1000	0.2	7972130	8009246
12	1000	0.2	7976971	8008836
13	1000	0.2	19943078	20022915
1	1000	0.2	19894833	19974607
2	1000	0.2	2648146	2649859
3	1000	0.2	7950644	8012450
4	1000	0.2	10713	10816
5	1000	0.2	800717	800358
